,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length,rel_efficiency,probing_ratio,concession_rate
0,09aea678-c5cd-4967-8a2f-b650f3520c55,Verizon Car Charger with Dual Output Micro USB and LED Light,Charge two devices simultaneously on the go. This vehicle charger with an additional USB port delivers enough power to charge two devices at once. The push-button activated LED connector light means no more fumbling in the dark trying to connect your device. Auto Detect IC Technology automatically detects the device type and its specific charging needs for improved compatibility. And the built-in indicator light illuminates red to let you know the charger is receiving power and the power socket is working properly.,phone,10.0,7.0,10.0,Accepted,7.0,"	Buyer: I’m interested in the Verizon Car Charger, would you consider 5?
	Seller: I appreciate your interest, but I think $5 is a bit low considering the features and quality of the charger. How about $9 instead?
	Buyer: Could you do 6 instead?
	Seller: I can do $7, but that's as low as I can go.
	Buyer: $7 sounds good to me. I'll take it.
","[-1.0, 5.0, -1.0, 7.0, 7.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Verizon Car Charger with Dual Output Micro USB and LED Light>
      =================================================================================================
      	Buyer: I’m interested in the Verizon Car Charger, would you consider 5?
	Seller: I appreciate your interest, but I think $5 is a bit low considering the features and quality of the charger. How about $9 instead?
	Buyer: Could you do 6 instead?
	Seller: I can do $7, but that's as low as I can go.
	Buyer: $7 sounds good to me. I'll take it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 7.0
      =================================================================================================
      ",1.0,0.3,0.0,5,0.2,0.0,0.0,0.6666666666666666
1,e5cd53dc-424c-4197-8eb8-ed8861b19e0d,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,120.0,200.0,Accepted,145.0,"	Buyer: I’m interested in the long board, would you consider 120?
	Seller: I can do $180, that's my bottom line.
	Buyer: Would you be willing to meet me in the middle at 150?
	Seller: I can do $160, but that's as low as I can go.
	Buyer: How about we meet in the middle at $140?
	Seller: I can't do $140, but how about $145 instead?
	Buyer: $145 sounds good to me, I'll take it.
","[-1.0, 180.0, -1.0, 160.0, 140.0, 140.0, 145.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: I’m interested in the long board, would you consider 120?
	Seller: I can do $180, that's my bottom line.
	Buyer: Would you be willing to meet me in the middle at 150?
	Seller: I can do $160, but that's as low as I can go.
	Buyer: How about we meet in the middle at $140?
	Seller: I can't do $140, but how about $145 instead?
	Buyer: $145 sounds good to me, I'll take it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 145.0
      =================================================================================================
      ",0.375,0.275,0.625,7,0.05357142857142857,0.08928571428571429,0.0,-7.0
2,02cfdc52-9530-4ac7-97fa-e4055cd0b6d0,Sectional Couch,I am remodeling my space and selling a beautiful custom modern terra cotta color sectional couch. It is in like-new condition and can be taken apart in two pieces while transporting. Absolutely no wear or tear in a non-smoking home. I am located in the Sunset district of SF. Please email if you are interested in seeing it. Thank you!,furniture,585.0,444.0,585.0,Accepted,495.0,"	Buyer: I’m interested in the sectional couch, would you consider 444?
	Seller: I can do $525, but that's as low as I can go.
	Buyer: Would you be willing to meet me in the middle at 485?
	Seller: I can do $495, but I'm getting close to the price I want.
	Buyer: $495 sounds like a fair price. I'll take it.
","[-1.0, 525.0, -1.0, 495.0, 495.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Sectional Couch>
      =================================================================================================
      	Buyer: I’m interested in the sectional couch, would you consider 444?
	Seller: I can do $525, but that's as low as I can go.
	Buyer: Would you be willing to meet me in the middle at 485?
	Seller: I can do $495, but I'm getting close to the price I want.
	Buyer: $495 sounds like a fair price. I'll take it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 495.0
      =================================================================================================
      ",0.27659574468085113,0.15384615384615385,0.7234042553191489,5,0.05531914893617022,0.14468085106382977,0.0,-10.0
3,8ba14ae4-1de2-4551-9959-d95d54141be5,2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title,"Selling my 2006 Toyota 4 Runner with only 106k original miles. The truck is in great condition with no mechanical flaws whatsoever and a clean accident history. Got new tires about 3,000 miles ago. Always has the oil changed on time (due in about 1k). Just got a thorough cleaning inside and a wash and wax outside (still wet in the photos). This truck has never been offroad, but the 4WD is working perfectly from the few times we've been up to Tahoe in it. However, it's a 10+ year old truck that's been driven, not babied and garaged all the time. It's got some scratches, paint is not perfect, but zero body damage.",car,14500.0,8700.0,14500.0,Accepted,10000.0,"	Buyer: I’m interested in the 2006 Toyota 4Runner, would you consider 8700?
	Seller: I appreciate your interest, but I'm thinking more along the lines of $11,000.
	Buyer: I understand that, but considering the vehicle's age and mileage, I was thinking more around 9500.
	Seller: I can do $12,000, but I think we can meet in the middle at $10,500.
	Buyer: I appreciate your willingness to negotiate, but I was thinking more around $9,200, considering the scratches and paint imperfections you mentioned.
	Seller: I can do $10,500, but how about $10,000 instead?
	Buyer: I appreciate the reduction to $10,000, but I'm still a bit higher than I'd like to be. Would you consider $9,500?
	Seller: I understand your concern, but I was thinking more along the lines of $10,250.
	Buyer: Would you be willing to meet me at $9,800?
	Seller: I can meet you at $10,000, but $10,000 is my limit.
	Buyer: Would you consider 9900?
	Seller: 9800 is my final offer.
	Buyer: I think 9800 is a reasonable price considering the condition and history of the vehicle. Let's proceed with it.
","[-1.0, 11000.0, -1.0, 12000.0, 9200.0, 10500.0, 10000.0, 10250.0, 9800.0, 10000.0, -1.0, -1.0, -1.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title>
      =================================================================================================
      	Buyer: I’m interested in the 2006 Toyota 4Runner, would you consider 8700?
	Seller: I appreciate your interest, but I'm thinking more along the lines of $11,000.
	Buyer: I understand that, but considering the vehicle's age and mileage, I was thinking more around 9500.
	Seller: I can do $12,000, but I think we can meet in the middle at $10,500.
	Buyer: I appreciate your willingness to negotiate, but I was thinking more around $9,200, considering the scratches and paint imperfections you mentioned.
	Seller: I can do $10,500, but how about $10,000 instead?
	Buyer: I appreciate the reduction to $10,000, but I'm still a bit higher than I'd like to be. Would you consider $9,500?
	Seller: I understand your concern, but I was thinking more along the lines of $10,250.
	Buyer: Would you be willing to meet me at $9,800?
	Seller: I can meet you at $10,000, but $10,000 is my limit.
	Buyer: Would you consider 9900?
	Seller: 9800 is my final offer.
	Buyer: I think 9800 is a reasonable price considering the condition and history of the vehicle. Let's proceed with it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 10000.0
      =================================================================================================
      ",0.5517241379310345,0.3103448275862069,0.4482758620689655,13,0.042440318302387266,0.034482758620689655,0.0,-125.0
4,cbd117d3-ebb8-4b5d-9817-905e351a2368,Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo,Just bought on craigslist a few months ago. was exactly what I was looking for but ended up being a tight fit for the space. Classic design. comes with all white slip cover and dove grey slip cover.,furniture,125.0,95.0,125.0,Accepted,102.5,"	Buyer: I’m interested in the Wooden FULL SIZED Futon. Would you consider 95?
	Seller: I can do $105.
	Buyer: Could you do 100?
	Seller: I can do $108.
	Buyer: I'm willing to meet you in the middle at $101, but that's as high as I can go.
	Seller: I've thought about it, and I can do $104.
	Buyer: Considering your last offer was $104, would you be willing to sell it to me for $102.50?
	Seller: I can do $102.50, but that's as low as I can go.
	Buyer: I think $102.50 is a fair price. Let's proceed with it.
","[-1.0, 105.0, -1.0, 108.0, 101.0, 104.0, 104.0, 102.5, 102.5]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo>
      =================================================================================================
      	Buyer: I’m interested in the Wooden FULL SIZED Futon. Would you consider 95?
	Seller: I can do $105.
	Buyer: Could you do 100?
	Seller: I can do $108.
	Buyer: I'm willing to meet you in the middle at $101, but that's as high as I can go.
	Seller: I've thought about it, and I can do $104.
	Buyer: Considering your last offer was $104, would you be willing to sell it to me for $102.50?
	Seller: I can do $102.50, but that's as low as I can go.
	Buyer: I think $102.50 is a fair price. Let's proceed with it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 102.5
      =================================================================================================
      ",0.5,0.18,0.5,9,0.05555555555555555,0.05555555555555555,0.0,-0.35714285714285715
5,15a0be73-0d95-4adb-9231-b3e0e0a687b3,Brand NEW SanDisk ULTRA MicroSDXC 200GB,"I have a brand new unopened microSD card. Great for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.",electronics,75.0,69.0,75.0,Accepted,69.5,"	Buyer: I’m interested in the microSD card. Would you consider 69.0?
	Seller: I can do $70, but that's as low as I can go.
	Buyer: How about we meet in the middle at 69.5?
	Seller: I can do $69.5, but I think I can do slightly better than that.
	Buyer: That sounds great, I'll take it for $69.5. Thank you for being willing to negotiate.
","[-1.0, 70.0, -1.0, 69.5, 69.5]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Brand NEW SanDisk ULTRA MicroSDXC 200GB>
      =================================================================================================
      	Buyer: I’m interested in the microSD card. Would you consider 69.0?
	Seller: I can do $70, but that's as low as I can go.
	Buyer: How about we meet in the middle at 69.5?
	Seller: I can do $69.5, but I think I can do slightly better than that.
	Buyer: That sounds great, I'll take it for $69.5. Thank you for being willing to negotiate.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 69.5
      =================================================================================================
      ",0.8333333333333333,0.07333333333333333,0.16666666666666663,5,0.16666666666666666,0.033333333333333326,0.0,-0.16666666666666666
6,69a2d2b0-e339-45bc-8e00-9ff69db0d124,Bose Soundlink 3 brand new,"Brand new never use, i got it has a gift but i am using sonos system.",electronics,220.0,132.0,220.0,Accepted,172.0,"	Buyer: I’m interested in the Bose Soundlink 3, would you consider 150?
	Seller: I appreciate your interest, but I'm looking for $200.
	Buyer: How about 170?
	Seller: I can do $180.
	Buyer: That's still a bit higher than I'd like to pay. Could you meet me in the middle at 165?
	Seller: I can do $175 instead.
	Buyer: How about 168?
	Seller: I can do $172 instead.
	Buyer: How about 170?
	Seller: I can do $178.
	Buyer: How about 172?
	Seller: I
	Buyer: I think $172 is a fair price, I'll take it.
","[-1.0, 200.0, -1.0, 180.0, -1.0, 175.0, -1.0, 172.0, -1.0, 178.0, -1.0, 175.0, 172.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Bose Soundlink 3 brand new>
      =================================================================================================
      	Buyer: I’m interested in the Bose Soundlink 3, would you consider 150?
	Seller: I appreciate your interest, but I'm looking for $200.
	Buyer: How about 170?
	Seller: I can do $180.
	Buyer: That's still a bit higher than I'd like to pay. Could you meet me in the middle at 165?
	Seller: I can do $175 instead.
	Buyer: How about 168?
	Seller: I can do $172 instead.
	Buyer: How about 170?
	Seller: I can do $178.
	Buyer: How about 172?
	Seller: I
	Buyer: I think $172 is a fair price, I'll take it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 172.0
      =================================================================================================
      ",0.09090909090909083,0.21818181818181817,0.9090909090909091,13,0.006993006993006987,0.06993006993006992,0.0,-4.0
7,ff3d27d6-5a0d-4908-9df4-ecf8b2b279aa,Apple iPhone 5S 16gb Space Gray,"Apple iPhone 5S 16gb Space Gray,Like New Condition (no scratches anywhere),Will be reset to factory specs before sale",phone,160.0,121.0,160.0,Accepted,135.0,"	Buyer: I’m interested in the Apple iPhone 5S 16gb Space Gray, would you consider 121?
	Seller: I appreciate the offer, but I'm thinking more along the lines of $140.
	Buyer: Could you do 130 instead?
	Seller: I can do 135, that's the lowest I can go.
	Buyer: Okay, $135 sounds good. I'll take it.
","[-1.0, 140.0, -1.0, -1.0, 135.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Apple iPhone 5S 16gb Space Gray>
      =================================================================================================
      	Buyer: I’m interested in the Apple iPhone 5S 16gb Space Gray, would you consider 121?
	Seller: I appreciate the offer, but I'm thinking more along the lines of $140.
	Buyer: Could you do 130 instead?
	Seller: I can do 135, that's the lowest I can go.
	Buyer: Okay, $135 sounds good. I'll take it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 135.0
      =================================================================================================
      ",0.28205128205128216,0.15625,0.717948717948718,5,0.05641025641025643,0.14358974358974358,0.0,-2.5
8,8d7a36d0-3926-4ef7-be9d-b1dbee2b2d15,Steel Frame Colnago,Rare and classic 62cm Steel Frame Colnago!! It's made and designed for the tall/ large man. Campanella components. Saddle is on my Cannondale. It was turned up about 25 miles of riding ago.,bike,600.0,456.0,600.0,Accepted,500.5,"	Buyer: I’m interested in the Steel Frame Colnago, would you consider 450?
	Seller: I can do $550, but that's as low as I can go.
	Buyer: Could you do 475?
	Seller: I can do  $525, but that's as low as I can go.
	Buyer: How about we meet in the middle at $500?
	Seller: I can do  $500.50, I'd be willing to meet you halfway, but that's as low as I can go.
	Buyer: $500.50 is very close to meeting in the middle, I'll accept that.
","[-1.0, 550.0, -1.0, 525.0, 500.0, 500.5, 500.5]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Steel Frame Colnago>
      =================================================================================================
      	Buyer: I’m interested in the Steel Frame Colnago, would you consider 450?
	Seller: I can do $550, but that's as low as I can go.
	Buyer: Could you do 475?
	Seller: I can do  $525, but that's as low as I can go.
	Buyer: How about we meet in the middle at $500?
	Seller: I can do  $500.50, I'd be willing to meet you halfway, but that's as low as I can go.
	Buyer: $500.50 is very close to meeting in the middle, I'll accept that.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 500.5
      =================================================================================================
      ",0.3819444444444444,0.16583333333333333,0.6180555555555556,7,0.05456349206349206,0.0882936507936508,0.0,-9.9
9,28281abc-4e98-4748-bab4-1e095d8d68bf,Beautiful 1 Bedroom Home with Balcony Available Mid June!,"Essex Property Trust,EMME Apartment Homes,6350 Christie Ave, Emeryville, CA 94608,We will have a 1 bedroom 1 bath 643 sq ft apartment #130 available on June 10th! Your beautiful new kitchen will have Cesar stone countertops, dark cherry wood on the cabinets and stainless steel appliances!,All of emme apartments come with a full size front load washer & dryer! Emme offers amenities such as our 24 hour gym, courtyard, clubhouse and our beautiful roof top deck, a must see with a great view of San Francisco! Living at emme makes life a bit easier with having everything you need right around the corner, from grocery stores to retail! Not to mention, transportation!,Emeryville provides us a free shuttle that picks you up right in front of the community and takes you straight to bart!,Schedule your appointment today!!,Stop by our 2 bedroom home OPEN HOUSE this Saturday, May 20th from 10:00 AM - 12:00 PM!",housing,2834.0,1700.0,2834.0,Accepted,2200.0,"	Buyer: I’m interested in the 1 bedroom home, would you consider 1700?
	Seller: That's below my target price. How about we meet at $2400?
	Buyer: I can do 2000, but that's as high as I'm willing to go.
	Seller: I can do $2200, but I think we can do better than that.
	Buyer: I appreciate your willingness to negotiate. Considering your offer of $2200, I could potentially meet you at $2100, but that's still a bit of a stretch for me.
	Seller: I can do 2150.
	Buyer: I'm willing to go up to 2120, but I'd like to see if we can finalize the deal closer to my target price.
	Seller: I can do 2140.
	Buyer: 2140 is reasonable, I accept it.
","[-1.0, 2400.0, -1.0, 2200.0, 2200.0, -1.0, -1.0, -1.0, -1.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <Beautiful 1 Bedroom Home with Balcony Available Mid June!>
      =================================================================================================
      	Buyer: I’m interested in the 1 bedroom home, would you consider 1700?
	Seller: That's below my target price. How about we meet at $2400?
	Buyer: I can do 2000, but that's as high as I'm willing to go.
	Seller: I can do $2200, but I think we can do better than that.
	Buyer: I appreciate your willingness to negotiate. Considering your offer of $2200, I could potentially meet you at $2100, but that's still a bit of a stretch for me.
	Seller: I can do 2150.
	Buyer: I'm willing to go up to 2120, but I'd like to see if we can finalize the deal closer to my target price.
	Seller: I can do 2140.
	Buyer: 2140 is reasonable, I accept it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 2200.0
      =================================================================================================
      ",0.11816578483245155,0.223712067748765,0.8818342151675485,9,0.013129531648050172,0.09798157946306094,0.0,-66.66666666666667
