Unnamed: 0,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length,rel_efficiency,probing_ratio,concession_rate,rel_eff
0,09aea678-c5cd-4967-8a2f-b650f3520c55,Verizon Car Charger with Dual Output Micro USB and LED Light,Charge two devices simultaneously on the go. This vehicle charger with an additional USB port delivers enough power to charge two devices at once. The push-button activated LED connector light means no more fumbling in the dark trying to connect your device. Auto Detect IC Technology automatically detects the device type and its specific charging needs for improved compatibility. And the built-in indicator light illuminates red to let you know the charger is receiving power and the power socket is working properly.,phone,10.0,7.0,10.0,Accepted,7.25,"	Buyer: I'm interested in the Verizon Car Charger, can I get it for $6?
	Seller: I can't do $6, but how about $8 instead?
	Buyer: That's still a bit higher than I'd like, how about $7?
	Seller: I can do $7.50 but no lower.
	Buyer: I'll meet you in the middle at $7.25.
	Seller: I can do $7.25, but I can also throw in free shipping.
	Buyer: $7.25 with free shipping sounds like a good deal, I'll take it.
","[6.0, 6.0, 7.0, 7.5, 7.25, 7.25, 7.25]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Verizon Car Charger with Dual Output Micro USB and LED Light>
      =================================================================================================
      	Buyer: I'm interested in the Verizon Car Charger, can I get it for $6?
	Seller: I can't do $6, but how about $8 instead?
	Buyer: That's still a bit higher than I'd like, how about $7?
	Seller: I can do $7.50 but no lower.
	Buyer: I'll meet you in the middle at $7.25.
	Seller: I can do $7.25, but I can also throw in free shipping.
	Buyer: $7.25 with free shipping sounds like a good deal, I'll take it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 7.25
      =================================================================================================
      ",0.8333333333333333,0.275,0.1666666666666666,7,0.119047619047619,0.0238095238095238,0.0,0.25,0.0238095238095238
1,e5cd53dc-424c-4197-8eb8-ed8861b19e0d,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,120.0,200.0,Accepted,135.0,"	Buyer: Hi, I'm interested in the long board, can we discuss the price?
	Seller: I'm glad you're interested in the board. I've had it for sale for a bit, so we can definitely discuss the price. Would you like to make an initial offer or shall we start with my listing price of $200?
	Buyer: I'd like to make an initial offer. Considering the board's condition and the components, I think a fair price would be $100.
	Seller: I understand your perspective, but $100 is a bit low considering the condition and components, how about $180 instead?
	Buyer: I see your point, but I was thinking more along the lines of $120.
	Seller: I can do $150, but that's as low as I can go.
	Buyer: I appreciate your willingness to negotiate, how about we meet in the middle at $135?
	Seller: I can do $140, but that's as close to the middle as I can get.
	Buyer: $130
	Seller: I can do $138, but that's as close to $130 as I can get.
	Buyer: 132
	Seller: I can do $135, but that's as close to $132 as I can get.
	Buyer: $135 is a fair price, I accept.
","[-1.0, -1.0, 100.0, 100.0, 120.0, 150.0, 135.0, 140.0, 130.0, 138.0, -1.0, 135.0, 135.0]","['intro', 'intro', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: Hi, I'm interested in the long board, can we discuss the price?
	Seller: I'm glad you're interested in the board. I've had it for sale for a bit, so we can definitely discuss the price. Would you like to make an initial offer or shall we start with my listing price of $200?
	Buyer: I'd like to make an initial offer. Considering the board's condition and the components, I think a fair price would be $100.
	Seller: I understand your perspective, but $100 is a bit low considering the condition and components, how about $180 instead?
	Buyer: I see your point, but I was thinking more along the lines of $120.
	Seller: I can do $150, but that's as low as I can go.
	Buyer: I appreciate your willingness to negotiate, how about we meet in the middle at $135?
	Seller: I can do $140, but that's as close to the middle as I can get.
	Buyer: $130
	Seller: I can do $138, but that's as close to $130 as I can get.
	Buyer: 132
	Seller: I can do $135, but that's as close to $132 as I can get.
	Buyer: $135 is a fair price, I accept.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 135.0
      =================================================================================================
      ",0.625,0.325,0.375,13,0.048076923076923,0.028846153846153848,0.0,9.1,0.0288461538461538
2,02cfdc52-9530-4ac7-97fa-e4055cd0b6d0,Sectional Couch,I am remodeling my space and selling a beautiful custom modern terra cotta color sectional couch. It is in like-new condition and can be taken apart in two pieces while transporting. Absolutely no wear or tear in a non-smoking home. I am located in the Sunset district of SF. Please email if you are interested in seeing it. Thank you!,furniture,585.0,444.0,585.0,Accepted,480.0,"	Buyer: I'm interested in the sectional couch, would you be willing to sell it to me for 425?
	Seller: I can do $525, but that's as low as I can go.
	Buyer: I can go up to 450, but I was thinking more along the lines of something closer to my initial offer, would you consider 450?
	Seller: I can see you're willing to meet me halfway, but I think 475 would be fair for both of us.
	Buyer: I appreciate your willingness to negotiate, how about 460?
	Seller: I can see you're getting close, how about $480 instead?
	Buyer: I can do 465.
	Seller: I can see we're close, how about 475?
	Buyer: 470
	Seller: I can do 472, but that's as low as I can go.
	Buyer: 472
","[-1.0, 525.0, -1.0, -1.0, -1.0, 480.0, -1.0, -1.0, -1.0, -1.0, -1.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Sectional Couch>
      =================================================================================================
      	Buyer: I'm interested in the sectional couch, would you be willing to sell it to me for 425?
	Seller: I can do $525, but that's as low as I can go.
	Buyer: I can go up to 450, but I was thinking more along the lines of something closer to my initial offer, would you consider 450?
	Seller: I can see you're willing to meet me halfway, but I think 475 would be fair for both of us.
	Buyer: I appreciate your willingness to negotiate, how about 460?
	Seller: I can see you're getting close, how about $480 instead?
	Buyer: I can do 465.
	Seller: I can see we're close, how about 475?
	Buyer: 470
	Seller: I can do 472, but that's as low as I can go.
	Buyer: 472
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 480.0
      =================================================================================================
      ",0.4893617021276595,0.1794871794871795,0.5106382978723405,11,0.0444874274661508,0.04642166344294005,0.0,22.5,0.04642166344294
3,8ba14ae4-1de2-4551-9959-d95d54141be5,2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title,"Selling my 2006 Toyota 4 Runner with only 106k original miles. The truck is in great condition with no mechanical flaws whatsoever and a clean accident history. Got new tires about 3,000 miles ago. Always has the oil changed on time (due in about 1k). Just got a thorough cleaning inside and a wash and wax outside (still wet in the photos). This truck has never been offroad, but the 4WD is working perfectly from the few times we've been up to Tahoe in it. However, it's a 10+ year old truck that's been driven, not babied and garaged all the time. It's got some scratches, paint is not perfect, but zero body damage.",car,14500.0,8700.0,14500.0,Accepted,9700.0,"	Buyer: Hi, I'm interested in the 2006 Toyota 4Runner. Can we discuss the price?
	Seller: I was thinking of starting at $14.
	Buyer: That's a bit higher than I was hoping for. I was thinking more along the lines of $8,700. Would you be willing to consider that?
	Seller: I can do $12,500, but I'm getting close to my target price, so I can meet you halfway at $13,250.
	Buyer: $10,000 is more in line with what I'm willing to pay.
	Seller: I can do $11,500, but I'm starting to get a bit concerned that we're getting far from the market value.
	Buyer: How about 9500?
	Seller: I can do $11,500, but how about $11,000 instead?
	Buyer: 9800
	Seller: I can do $9800, but I think we're getting close to my target price, so I'd like to propose $10,480 instead.
	Buyer: 9700
	Seller: I can do $9,700.
	Buyer: $9,700 sounds like a fair deal to me, I'm willing to accept that price.
","[-1.0, 14.0, 8700.0, 12500.0, 10000.0, 11500.0, -1.0, 11500.0, -1.0, 9800.0, -1.0, 9700.0, 9700.0]","['intro', 'init-price', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title>
      =================================================================================================
      	Buyer: Hi, I'm interested in the 2006 Toyota 4Runner. Can we discuss the price?
	Seller: I was thinking of starting at $14.
	Buyer: That's a bit higher than I was hoping for. I was thinking more along the lines of $8,700. Would you be willing to consider that?
	Seller: I can do $12,500, but I'm getting close to my target price, so I can meet you halfway at $13,250.
	Buyer: $10,000 is more in line with what I'm willing to pay.
	Seller: I can do $11,500, but I'm starting to get a bit concerned that we're getting far from the market value.
	Buyer: How about 9500?
	Seller: I can do $11,500, but how about $11,000 instead?
	Buyer: 9800
	Seller: I can do $9800, but I think we're getting close to my target price, so I'd like to propose $10,480 instead.
	Buyer: 9700
	Seller: I can do $9,700.
	Buyer: $9,700 sounds like a fair deal to me, I'm willing to accept that price.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 9700.0
      =================================================================================================
      ",0.6551724137931034,0.3310344827586207,0.3448275862068966,13,0.0503978779840848,0.026525198938992044,0.0,2031.7777777777778,0.026525198938992
4,cbd117d3-ebb8-4b5d-9817-905e351a2368,Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo,Just bought on craigslist a few months ago. was exactly what I was looking for but ended up being a tight fit for the space. Classic design. comes with all white slip cover and dove grey slip cover.,furniture,125.0,95.0,125.0,Accepted,97.5,"	Buyer: I'm interested in the Wooden FULL SIZED Futon, can I buy it for $90?
	Seller: I can do $105, but that's my lowest.
	Buyer: That's still a bit higher than I'm comfortable with, how about $100?
	Seller: I can do $103 instead.
	Buyer: I can meet you in the middle at $101.50, but I was thinking more like $98 would be a fair price for both of us, so how about $98?
	Seller: I can do $100.50 instead.
	Buyer: I can do 99.
	Seller: I can do $99.50 instead.
	Buyer: I'm interested in the Wooden FULL SIZED Futon, can I buy it for 90?
	Seller: I can do $97.50 instead.
	Buyer: $97.50 is a fair price, I accept.
","[90.0, 105.0, 100.0, 103.0, 101.5, 100.5, -1.0, 99.5, -1.0, 97.5, 97.5]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'init-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo>
      =================================================================================================
      	Buyer: I'm interested in the Wooden FULL SIZED Futon, can I buy it for $90?
	Seller: I can do $105, but that's my lowest.
	Buyer: That's still a bit higher than I'm comfortable with, how about $100?
	Seller: I can do $103 instead.
	Buyer: I can meet you in the middle at $101.50, but I was thinking more like $98 would be a fair price for both of us, so how about $98?
	Seller: I can do $100.50 instead.
	Buyer: I can do 99.
	Seller: I can do $99.50 instead.
	Buyer: I'm interested in the Wooden FULL SIZED Futon, can I buy it for 90?
	Seller: I can do $97.50 instead.
	Buyer: $97.50 is a fair price, I accept.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 97.5
      =================================================================================================
      ",0.8333333333333333,0.22,0.1666666666666666,11,0.0757575757575757,0.015151515151515145,0.0,3.1666666666666665,0.0151515151515151
5,15a0be73-0d95-4adb-9231-b3e0e0a687b3,Brand NEW SanDisk ULTRA MicroSDXC 200GB,"I have a brand new unopened microSD card. Great for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.",electronics,75.0,69.0,75.0,Accepted,70.0,"	Buyer: I'm interested in the Brand NEW SanDisk ULTRA MicroSDXC 200GB, can I get it for $69?
	Seller: I can do $72, but that's the lowest I can go.
	Buyer: How about we meet in the middle at $70.50?
	Seller: I can do $70, but that's the best I can offer.
	Buyer: $70 sounds good to me.
","[69.0, 72.0, 70.5, 70.0, 70.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'agree']","
      =================================================================================================
      Negotiation for: <Brand NEW SanDisk ULTRA MicroSDXC 200GB>
      =================================================================================================
      	Buyer: I'm interested in the Brand NEW SanDisk ULTRA MicroSDXC 200GB, can I get it for $69?
	Seller: I can do $72, but that's the lowest I can go.
	Buyer: How about we meet in the middle at $70.50?
	Seller: I can do $70, but that's the best I can offer.
	Buyer: $70 sounds good to me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 70.0
      =================================================================================================
      ",0.6666666666666667,0.0666666666666666,0.3333333333333333,5,0.1333333333333333,0.06666666666666667,0.0,1.0,0.0666666666666666
6,69a2d2b0-e339-45bc-8e00-9ff69db0d124,Bose Soundlink 3 brand new,"Brand new never use, i got it has a gift but i am using sonos system.",electronics,220.0,132.0,220.0,Rejected,,"	Buyer: Hi, I'm interested in the Bose Soundlink 3, can we discuss the price?
	Seller: Hi, thanks for your interest in the Bose Soundlink 3. I'm glad to discuss the price with you.
	Buyer: I was thinking of 150 for the Bose Soundlink 3, considering it's brand new and never used.
	Seller: That's a bit low, but I can do $180.
	Buyer: How about 165?
	Seller: I can do $175, it's the best I can offer.
	Buyer: I can go up to 170.
	Seller: I can do $172.
	Buyer: I can go up to 170.
	Seller: I can do $178.
	Buyer: I can do 170, it's my final offer.
	Seller: I can do $175.
	Buyer: I can do 172, that's as high as I'm willing to go for it.
	Seller: I can do $177, I'm getting close to my target price.
	Buyer: How about 175?
","[-1.0, -1.0, -1.0, 180.0, -1.0, 175.0, -1.0, 172.0, -1.0, 178.0, -1.0, 175.0, -1.0, 177.0, -1.0]","['intro', 'intro', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Bose Soundlink 3 brand new>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Bose Soundlink 3, can we discuss the price?
	Seller: Hi, thanks for your interest in the Bose Soundlink 3. I'm glad to discuss the price with you.
	Buyer: I was thinking of 150 for the Bose Soundlink 3, considering it's brand new and never used.
	Seller: That's a bit low, but I can do $180.
	Buyer: How about 165?
	Seller: I can do $175, it's the best I can offer.
	Buyer: I can go up to 170.
	Seller: I can do $172.
	Buyer: I can go up to 170.
	Seller: I can do $178.
	Buyer: I can do 170, it's my final offer.
	Seller: I can do $175.
	Buyer: I can do 172, that's as high as I'm willing to go for it.
	Seller: I can do $177, I'm getting close to my target price.
	Buyer: How about 175?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,3.1666666666666665,
7,ff3d27d6-5a0d-4908-9df4-ecf8b2b279aa,Apple iPhone 5S 16gb Space Gray,"Apple iPhone 5S 16gb Space Gray,Like New Condition (no scratches anywhere),Will be reset to factory specs before sale",phone,160.0,121.0,160.0,Accepted,130.0,"	Buyer: I'm interested in the Apple iPhone 5S 16gb Space Gray, can I buy it for $121?
	Seller: I can do $140, but that's the lowest I can go.
	Buyer: That's still a bit higher than I'm willing to pay, how about $125?
	Seller: I can do $135, but that's getting closer to my target.
	Buyer: I'll meet you in the middle at $130.
	Seller: I appreciate your willingness to meet me in the middle, but how about $132 instead?
	Buyer: I can do 129.
	Seller: I can do $131 instead.
	Buyer: How about 130?
	Seller: Agreed. $130 works for me.
","[121.0, 140.0, 125.0, 135.0, 130.0, 132.0, -1.0, 131.0, -1.0, 130.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Apple iPhone 5S 16gb Space Gray>
      =================================================================================================
      	Buyer: I'm interested in the Apple iPhone 5S 16gb Space Gray, can I buy it for $121?
	Seller: I can do $140, but that's the lowest I can go.
	Buyer: That's still a bit higher than I'm willing to pay, how about $125?
	Seller: I can do $135, but that's getting closer to my target.
	Buyer: I'll meet you in the middle at $130.
	Seller: I appreciate your willingness to meet me in the middle, but how about $132 instead?
	Buyer: I can do 129.
	Seller: I can do $131 instead.
	Buyer: How about 130?
	Seller: Agreed. $130 works for me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 130.0
      =================================================================================================
      ",0.5384615384615385,0.1875,0.4615384615384615,10,0.0538461538461538,0.04615384615384615,0.0,6.625,0.0461538461538461
8,8d7a36d0-3926-4ef7-be9d-b1dbee2b2d15,Steel Frame Colnago,Rare and classic 62cm Steel Frame Colnago!! It's made and designed for the tall/ large man. Campanella components. Saddle is on my Cannondale. It was turned up about 25 miles of riding ago.,bike,600.0,456.0,600.0,Accepted,500.0,"	Buyer: I'm interested in the Steel Frame Colnago, can I buy it for 456?
	Seller: I'm not sure about $456, but how about $550?
	Buyer: That's a bit higher than I'm willing to pay, how about $480?
	Seller: I can do $520, but I don't think we can go much lower than that.
	Buyer: I can meet you in the middle at 500.
	Seller: I can do $500, but I was thinking more along the lines of $512.
	Buyer: How about 504?
	Seller: I can do $504, but I was thinking more along the lines of $508.
	Buyer: 500
	Seller: Agreed. $500 works for me.
","[-1.0, 456.0, 480.0, 520.0, -1.0, 500.0, -1.0, 504.0, -1.0, 500.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Steel Frame Colnago>
      =================================================================================================
      	Buyer: I'm interested in the Steel Frame Colnago, can I buy it for 456?
	Seller: I'm not sure about $456, but how about $550?
	Buyer: That's a bit higher than I'm willing to pay, how about $480?
	Seller: I can do $520, but I don't think we can go much lower than that.
	Buyer: I can meet you in the middle at 500.
	Seller: I can do $500, but I was thinking more along the lines of $512.
	Buyer: How about 504?
	Seller: I can do $504, but I was thinking more along the lines of $508.
	Buyer: 500
	Seller: Agreed. $500 works for me.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 500.0
      =================================================================================================
      ",0.3888888888888888,0.1666666666666666,0.6111111111111112,10,0.0388888888888888,0.061111111111111116,0.0,15.333333333333334,0.0611111111111111
9,28281abc-4e98-4748-bab4-1e095d8d68bf,Beautiful 1 Bedroom Home with Balcony Available Mid June!,"Essex Property Trust,EMME Apartment Homes,6350 Christie Ave, Emeryville, CA 94608,We will have a 1 bedroom 1 bath 643 sq ft apartment #130 available on June 10th! Your beautiful new kitchen will have Cesar stone countertops, dark cherry wood on the cabinets and stainless steel appliances!,All of emme apartments come with a full size front load washer & dryer! Emme offers amenities such as our 24 hour gym, courtyard, clubhouse and our beautiful roof top deck, a must see with a great view of San Francisco! Living at emme makes life a bit easier with having everything you need right around the corner, from grocery stores to retail! Not to mention, transportation!,Emeryville provides us a free shuttle that picks you up right in front of the community and takes you straight to bart!,Schedule your appointment today!!,Stop by our 2 bedroom home OPEN HOUSE this Saturday, May 20th from 10:00 AM - 12:00 PM!",housing,2834.0,1700.0,2834.0,Accepted,2200.0,"	Buyer: I'm interested in the 1 bedroom home, can I get it for 1700?
	Seller: I can do $2500, but that's the lowest I can go.
	Buyer: I was thinking more along the lines of 2000, would you be willing to meet me in the middle?
	Seller: I can do $2250, but that's the best I can do.
	Buyer: How about 2100?
	Seller: I can do $2200.
	Buyer: $2200 is acceptable, I'll take it.
","[-1.0, 2500.0, -1.0, 2250.0, -1.0, 2200.0, 2200.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Beautiful 1 Bedroom Home with Balcony Available Mid June!>
      =================================================================================================
      	Buyer: I'm interested in the 1 bedroom home, can I get it for 1700?
	Seller: I can do $2500, but that's the lowest I can go.
	Buyer: I was thinking more along the lines of 2000, would you be willing to meet me in the middle?
	Seller: I can do $2250, but that's the best I can do.
	Buyer: How about 2100?
	Seller: I can do $2200.
	Buyer: $2200 is acceptable, I'll take it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 2200.0
      =================================================================================================
      ",0.1181657848324515,0.223712067748765,0.8818342151675485,7,0.0168808264046359,0.12597631645250693,0.0,75.0,0.1259763164525069
