Unnamed: 0,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length,rel_efficiency,probing_ratio,concession_rate
0,09aea678-c5cd-4967-8a2f-b650f3520c55,Verizon Car Charger with Dual Output Micro USB and LED Light,Charge two devices simultaneously on the go. This vehicle charger with an additional USB port delivers enough power to charge two devices at once. The push-button activated LED connector light means no more fumbling in the dark trying to connect your device. Auto Detect IC Technology automatically detects the device type and its specific charging needs for improved compatibility. And the built-in indicator light illuminates red to let you know the charger is receiving power and the power socket is working properly.,phone,10.0,7.0,10.0,Rejected,,"	Buyer: I'm interested in purchasing the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: That's a great product. Would you consider selling it to me for $9.
	Buyer: Could you do $7 instead?
	Seller: I can do $8.
	Buyer: Could you do $6 instead?
	Seller: The lowest I'd be willing to sell it for is $8.
	Buyer: Could you do $7 instead?
	Seller: I can do $7.50.
	Buyer: I'm still a bit above my target, could you do $7 instead?
	Seller: I said I can do $7.50, but not less than that.
	Buyer: I'm trying to stay as close to my target price as possible. Could you consider meeting me at $7?
	Seller: I can meet you halfway at $7.50.
	Buyer: I'd be willing to meet you at $7 if you can add any additional features or include a discount on another item.
	Seller: Unfortunately, there are no additional features or discounts on other items to offer.
	Buyer: I'll give you $7 and that's my final offer.
","[-1.0, -1.0, 7.0, 8.0, 6.0, 8.0, 7.0, 7.5, 7.0, 7.5, 7.0, 7.5, 7.0, -1.0, 7.0]","['intro', 'intro', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'inform', 'offer']","
      =================================================================================================
      Negotiation for: <Verizon Car Charger with Dual Output Micro USB and LED Light>
      =================================================================================================
      	Buyer: I'm interested in purchasing the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: That's a great product. Would you consider selling it to me for $9.
	Buyer: Could you do $7 instead?
	Seller: I can do $8.
	Buyer: Could you do $6 instead?
	Seller: The lowest I'd be willing to sell it for is $8.
	Buyer: Could you do $7 instead?
	Seller: I can do $7.50.
	Buyer: I'm still a bit above my target, could you do $7 instead?
	Seller: I said I can do $7.50, but not less than that.
	Buyer: I'm trying to stay as close to my target price as possible. Could you consider meeting me at $7?
	Seller: I can meet you halfway at $7.50.
	Buyer: I'd be willing to meet you at $7 if you can add any additional features or include a discount on another item.
	Seller: Unfortunately, there are no additional features or discounts on other items to offer.
	Buyer: I'll give you $7 and that's my final offer.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,0.75
1,e5cd53dc-424c-4197-8eb8-ed8861b19e0d,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,120.0,200.0,Accepted,135.0,"	Buyer: I'm interested in the custom long board for sale. It seems like a great item.
	Seller: That's great to hear, the long board is in great condition, rode it 4 or 5 times, with brand new Sidewinder trucks, mini monster hawgs, 70mm 78a wheels, and Swiss bones bearings.
	Buyer: I love the specs, but I was thinking more along the lines of $120.
	Seller: I'm not willing to go that low, it's a custom build with brand new components, I think $180 is a better price.
	Buyer: Could you do $150 instead?
	Seller: I could do $160.
	Buyer: Could you do $140?
	Seller: I can do $155.
	Buyer: Could you do $135?
	Seller: I think the lowest I can go is $145.
	Buyer: Could you do $130?
	Seller: I can do $140.
	Buyer: I can do $135, but I was thinking the price could be a bit lower.
	Seller: I can match your proposal of $135.
	Buyer: I think $135 is a fair price. Let's proceed with it.
","[-1.0, -1.0, -1.0, 180.0, 150.0, 160.0, 140.0, 155.0, 135.0, 145.0, 130.0, 140.0, 135.0, 135.0, 135.0]","['intro', 'inform', 'initiate negotiation', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'accept']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: I'm interested in the custom long board for sale. It seems like a great item.
	Seller: That's great to hear, the long board is in great condition, rode it 4 or 5 times, with brand new Sidewinder trucks, mini monster hawgs, 70mm 78a wheels, and Swiss bones bearings.
	Buyer: I love the specs, but I was thinking more along the lines of $120.
	Seller: I'm not willing to go that low, it's a custom build with brand new components, I think $180 is a better price.
	Buyer: Could you do $150 instead?
	Seller: I could do $160.
	Buyer: Could you do $140?
	Seller: I can do $155.
	Buyer: Could you do $135?
	Seller: I think the lowest I can go is $145.
	Buyer: Could you do $130?
	Seller: I can do $140.
	Buyer: I can do $135, but I was thinking the price could be a bit lower.
	Seller: I can match your proposal of $135.
	Buyer: I think $135 is a fair price. Let's proceed with it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 135.0
      =================================================================================================
      ",0.625,0.325,0.375,15,0.0416666666666666,0.025,0.0,11.25
2,02cfdc52-9530-4ac7-97fa-e4055cd0b6d0,Sectional Couch,I am remodeling my space and selling a beautiful custom modern terra cotta color sectional couch. It is in like-new condition and can be taken apart in two pieces while transporting. Absolutely no wear or tear in a non-smoking home. I am located in the Sunset district of SF. Please email if you are interested in seeing it. Thank you!,furniture,585.0,444.0,585.0,Rejected,,"	Buyer: Hi, I'm interested in the custom modern terra cotta color sectional couch you're selling.
	Seller: It's a beautiful piece, I've taken good care of it. It's in like-new condition and can be taken apart for easier transportation.
	Buyer: I'd love to see it in person, could you tell me a bit more about the history of the couch, and maybe we can discuss the price?
	Seller: It's a custom design, crafted to be a statement piece.
	Buyer: I understand it's a custom piece. I'm looking to spend around $444 on a similar couch, considering its like-new condition and the fact that it's a statement piece.
	Seller: My target price is $525.
	Buyer: Could you do $480 instead?
	Seller: $5 less than your target price is my limit.
	Buyer: Could you do $454 instead?
	Seller: I can go down to $490.
	Buyer: Could you do $467 instead?
	Seller: I can go down to $480.
	Buyer: Could you do $475 instead?
	Seller: I can do $485.
	Buyer: Could you do $479 instead?
","[-1.0, -1.0, -1.0, -1.0, -1.0, 525.0, 480.0, 5.0, 454.0, 490.0, 467.0, 480.0, 475.0, 485.0, 479.0]","['intro', 'inform', 'intro', 'inform', 'inform', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Sectional Couch>
      =================================================================================================
      	Buyer: Hi, I'm interested in the custom modern terra cotta color sectional couch you're selling.
	Seller: It's a beautiful piece, I've taken good care of it. It's in like-new condition and can be taken apart for easier transportation.
	Buyer: I'd love to see it in person, could you tell me a bit more about the history of the couch, and maybe we can discuss the price?
	Seller: It's a custom design, crafted to be a statement piece.
	Buyer: I understand it's a custom piece. I'm looking to spend around $444 on a similar couch, considering its like-new condition and the fact that it's a statement piece.
	Seller: My target price is $525.
	Buyer: Could you do $480 instead?
	Seller: $5 less than your target price is my limit.
	Buyer: Could you do $454 instead?
	Seller: I can go down to $490.
	Buyer: Could you do $467 instead?
	Seller: I can go down to $480.
	Buyer: Could you do $475 instead?
	Seller: I can do $485.
	Buyer: Could you do $479 instead?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,106.2
3,8ba14ae4-1de2-4551-9959-d95d54141be5,2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title,"Selling my 2006 Toyota 4 Runner with only 106k original miles. The truck is in great condition with no mechanical flaws whatsoever and a clean accident history. Got new tires about 3,000 miles ago. Always has the oil changed on time (due in about 1k). Just got a thorough cleaning inside and a wash and wax outside (still wet in the photos). This truck has never been offroad, but the 4WD is working perfectly from the few times we've been up to Tahoe in it. However, it's a 10+ year old truck that's been driven, not babied and garaged all the time. It's got some scratches, paint is not perfect, but zero body damage.",car,14500.0,8700.0,14500.0,Rejected,,"	Buyer: I’m interested. Would you consider $6.50?
	Seller: I could do $7.
	Buyer: Could you do $6 instead?
	Seller: $6.25.
	Buyer: How about $5.75?
	Seller: I could do $6.
	Buyer: Would you consider $5.50?
	Seller: I think the lowest I would want to go is $6.50.
	Buyer: I think we're close, how about $5.25?
	Seller: $6.
	Buyer: I'm not sure I'm comfortable with $6.50. Would you consider $5.75 again?
	Seller: I would do $6.25 again.
	Buyer: How about $5.50 again?
	Seller: I think $6.25 is a fair price, so I would do $6.
	Buyer: $5.25.
","[6.5, 7.0, 6.0, 6.25, 5.75, 6.0, 5.5, 6.5, 5.25, 6.0, 6.5, 6.25, 5.5, 6.25, 5.25]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title>
      =================================================================================================
      	Buyer: I’m interested. Would you consider $6.50?
	Seller: I could do $7.
	Buyer: Could you do $6 instead?
	Seller: $6.25.
	Buyer: How about $5.75?
	Seller: I could do $6.
	Buyer: Would you consider $5.50?
	Seller: I think the lowest I would want to go is $6.50.
	Buyer: I think we're close, how about $5.25?
	Seller: $6.
	Buyer: I'm not sure I'm comfortable with $6.50. Would you consider $5.75 again?
	Seller: I would do $6.25 again.
	Buyer: How about $5.50 again?
	Seller: I think $6.25 is a fair price, so I would do $6.
	Buyer: $5.25.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,0.6166666666666667
4,cbd117d3-ebb8-4b5d-9817-905e351a2368,Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo,Just bought on craigslist a few months ago. was exactly what I was looking for but ended up being a tight fit for the space. Classic design. comes with all white slip cover and dove grey slip cover.,furniture,125.0,95.0,125.0,Rejected,,"	Buyer: I'm interested in the wooden full-sized futon with two slip covers. Can we discuss the price?
	Seller: Since we're the first to chat about the price, I'll meet you halfway at $62.50.
	Buyer: Could you do $60?
	Seller: $62
	Buyer: I can do $57.
	Seller: I can try $60.
	Buyer: Could you do $55?
	Seller: I can try $57.50.
	Buyer: Could you do $52?
	Seller: I'm not sure, $57 is the lowest I'd be willing to go.
	Buyer: I can do $52.50.
	Seller: $55.
	Buyer: Could you do $52.50?
	Seller: I can meet you halfway at $52.75.
	Buyer: I can do $52.
","[-1.0, 62.5, 60.0, 62.0, 57.0, 60.0, 55.0, 57.5, 52.0, 57.0, 52.5, 55.0, 52.5, 52.75, 52.0]","['intro', 'offer', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo>
      =================================================================================================
      	Buyer: I'm interested in the wooden full-sized futon with two slip covers. Can we discuss the price?
	Seller: Since we're the first to chat about the price, I'll meet you halfway at $62.50.
	Buyer: Could you do $60?
	Seller: $62
	Buyer: I can do $57.
	Seller: I can try $60.
	Buyer: Could you do $55?
	Seller: I can try $57.50.
	Buyer: Could you do $52?
	Seller: I'm not sure, $57 is the lowest I'd be willing to go.
	Buyer: I can do $52.50.
	Seller: $55.
	Buyer: Could you do $52.50?
	Seller: I can meet you halfway at $52.75.
	Buyer: I can do $52.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,2.9285714285714284
5,15a0be73-0d95-4adb-9231-b3e0e0a687b3,Brand NEW SanDisk ULTRA MicroSDXC 200GB,"I have a brand new unopened microSD card. Great for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.",electronics,75.0,69.0,75.0,Accepted,69.0,"	Buyer: Hi, I'm interested in the Brand NEW SanDisk ULTRA MicroSDXC 200GB. Can you tell me more about it?
	Seller: It's a Brand NEW SanDisk ULTRA MicroSDXC 200GB, unopened and works great for Android users, Nintendo Switch, 3DS and GoPro cameras.
	Buyer: Thank you for the description. I can confirm that this is the item I'm looking for. Can you tell me, is the listing price of $75 a fixed price or is it open to discussion?
	Seller: The listing price of $75 is our target, but we are open to reasonable offers.
	Buyer: I'm interested. Would you consider $65?
	Seller: I think we could meet you at $70.
	Buyer: Could you do $68?
	Seller: $67.
	Buyer: Could you do $66?
	Seller: How about $70?
	Buyer: Could you do $69?
	Seller: I can do $69, but I was thinking more along the lines of $69.
	Buyer: I think $69 is fair. Let's proceed with it.
","[-1.0, -1.0, -1.0, -1.0, 65.0, 70.0, 68.0, 67.0, 66.0, 70.0, 69.0, 69.0, 69.0]","['intro', 'inform', 'inform', 'inform', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'accept']","
      =================================================================================================
      Negotiation for: <Brand NEW SanDisk ULTRA MicroSDXC 200GB>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Brand NEW SanDisk ULTRA MicroSDXC 200GB. Can you tell me more about it?
	Seller: It's a Brand NEW SanDisk ULTRA MicroSDXC 200GB, unopened and works great for Android users, Nintendo Switch, 3DS and GoPro cameras.
	Buyer: Thank you for the description. I can confirm that this is the item I'm looking for. Can you tell me, is the listing price of $75 a fixed price or is it open to discussion?
	Seller: The listing price of $75 is our target, but we are open to reasonable offers.
	Buyer: I'm interested. Would you consider $65?
	Seller: I think we could meet you at $70.
	Buyer: Could you do $68?
	Seller: $67.
	Buyer: Could you do $66?
	Seller: How about $70?
	Buyer: Could you do $69?
	Seller: I can do $69, but I was thinking more along the lines of $69.
	Buyer: I think $69 is fair. Let's proceed with it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 69.0
      =================================================================================================
      ",1.0,0.08,0.0,13,0.0769230769230769,0.0,0.0,1.5555555555555556
6,69a2d2b0-e339-45bc-8e00-9ff69db0d124,Bose Soundlink 3 brand new,"Brand new never use, i got it has a gift but i am using sonos system.",electronics,220.0,132.0,220.0,Rejected,,"	Buyer: I'm interested in the Bose Soundlink 3 brand new, could you confirm its condition and original packaging?
	Seller: The item is in brand new condition, never used, and it comes with original packaging and all accessories included.
	Buyer: The item meets my expectations regarding its condition and packaging. I'd like to discuss the price.
	Seller: It's in brand new condition, simply a gift that didn't get used.
	Buyer: The buyer's comments suggest they are satisfied with the product's condition and packaging, which is good for us. However, I need to focus on getting the best price for this item.
	Seller: I'll give you 200 for it.
	Buyer: Could you do $180 instead?
	Seller: I can do $208.
	Buyer: Could you do $165 instead?
	Seller: I can do $190.
	Buyer: Could you do $160 instead?
	Seller: I can do $182.
	Buyer: Could you do $170 instead?
	Seller: I can do $180.
	Buyer: Could you do $168 instead?
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 180.0, 208.0, 165.0, 190.0, 160.0, 182.0, 170.0, 180.0, 168.0]","['intro', 'inform', 'inform', 'inform', 'inform', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price']","
      =================================================================================================
      Negotiation for: <Bose Soundlink 3 brand new>
      =================================================================================================
      	Buyer: I'm interested in the Bose Soundlink 3 brand new, could you confirm its condition and original packaging?
	Seller: The item is in brand new condition, never used, and it comes with original packaging and all accessories included.
	Buyer: The item meets my expectations regarding its condition and packaging. I'd like to discuss the price.
	Seller: It's in brand new condition, simply a gift that didn't get used.
	Buyer: The buyer's comments suggest they are satisfied with the product's condition and packaging, which is good for us. However, I need to focus on getting the best price for this item.
	Seller: I'll give you 200 for it.
	Buyer: Could you do $180 instead?
	Seller: I can do $208.
	Buyer: Could you do $165 instead?
	Seller: I can do $190.
	Buyer: Could you do $160 instead?
	Seller: I can do $182.
	Buyer: Could you do $170 instead?
	Seller: I can do $180.
	Buyer: Could you do $168 instead?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,20.22222222222222
7,ff3d27d6-5a0d-4908-9df4-ecf8b2b279aa,Apple iPhone 5S 16gb Space Gray,"Apple iPhone 5S 16gb Space Gray,Like New Condition (no scratches anywhere),Will be reset to factory specs before sale",phone,160.0,121.0,160.0,Accepted,129.0,"	Buyer: I'm interested in purchasing the Apple iPhone 5S 16gb Space Gray.
	Seller: The phone is in like new condition, has 16gb of storage, and will be reset to factory specs before sale.
	Buyer: I'm interested in the iPhone 5S 16gb Space Gray. It sounds like it's in great condition.
	Seller: I'm glad to hear that you like the phone. So, would you like to make an offer or would you like to know the price?
	Buyer: I'd like to start with an offer of $121.
	Seller: I appreciate your offer of $121, but I'm thinking more along the lines of $140.
	Buyer: Could you do $126 instead?
	Seller: I could do $132.
	Buyer: Could you do $128 instead?
	Seller: How about $130?
	Buyer: Could you do $127 instead?
	Seller: I think I can do $130, but that's as low as I can go.
	Buyer: Could you do $129 instead?
	Seller: I could do $129.
	Buyer: I think $129 is fair. Let's proceed with it.
","[-1.0, -1.0, -1.0, -1.0, 121.0, 121.0, 126.0, 132.0, 128.0, 130.0, 127.0, 130.0, 129.0, 129.0, 129.0]","['intro', 'inform', 'intro', 'intro', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'agree']","
      =================================================================================================
      Negotiation for: <Apple iPhone 5S 16gb Space Gray>
      =================================================================================================
      	Buyer: I'm interested in purchasing the Apple iPhone 5S 16gb Space Gray.
	Seller: The phone is in like new condition, has 16gb of storage, and will be reset to factory specs before sale.
	Buyer: I'm interested in the iPhone 5S 16gb Space Gray. It sounds like it's in great condition.
	Seller: I'm glad to hear that you like the phone. So, would you like to make an offer or would you like to know the price?
	Buyer: I'd like to start with an offer of $121.
	Seller: I appreciate your offer of $121, but I'm thinking more along the lines of $140.
	Buyer: Could you do $126 instead?
	Seller: I could do $132.
	Buyer: Could you do $128 instead?
	Seller: How about $130?
	Buyer: Could you do $127 instead?
	Seller: I think I can do $130, but that's as low as I can go.
	Buyer: Could you do $129 instead?
	Seller: I could do $129.
	Buyer: I think $129 is fair. Let's proceed with it.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 129.0
      =================================================================================================
      ",0.5897435897435896,0.19375,0.4102564102564102,15,0.0393162393162393,0.0273504273504273,0.0,2.1818181818181817
8,8d7a36d0-3926-4ef7-be9d-b1dbee2b2d15,Steel Frame Colnago,Rare and classic 62cm Steel Frame Colnago!! It's made and designed for the tall/ large man. Campanella components. Saddle is on my Cannondale. It was turned up about 25 miles of riding ago.,bike,600.0,456.0,600.0,Rejected,,"	Buyer: I'm interested in the Steel Frame Colnago. It seems like a rare and classic bike.
	Seller: Yes, that's correct. It's a unique piece with Campanella components.
	Buyer: You mentioned it's been ridden 25 miles. Are there any scratches or wear and tear on the bike that I should be aware of?
	Seller: The bike has some minor scratches from the ride, but nothing major.
	Buyer: Could you do $480 instead?
	Seller: My target price is $600, so I can do $560.
	Buyer: Could you meet me at $520?
	Seller: I can do $580.
	Buyer: I can do $520, but I'd like to get closer to my target of $456. Can you meet me at $528?
	Seller: I can do $580 is still my limit, so the closest I could get to that with you is $577.
	Buyer: I can do $560, but I'd like to get even closer to my target. Could you meet me at $548?
	Seller: I can offer $558.
	Buyer: Could you meet me at $538?
	Seller: I can do $562.
	Buyer: I can do $528.
","[-1.0, -1.0, -1.0, -1.0, 480.0, 600.0, 520.0, 580.0, 520.0, 580.0, 560.0, 558.0, 538.0, 562.0, 528.0]","['intro', 'inform', 'inquire', 'inform', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer']","
      =================================================================================================
      Negotiation for: <Steel Frame Colnago>
      =================================================================================================
      	Buyer: I'm interested in the Steel Frame Colnago. It seems like a rare and classic bike.
	Seller: Yes, that's correct. It's a unique piece with Campanella components.
	Buyer: You mentioned it's been ridden 25 miles. Are there any scratches or wear and tear on the bike that I should be aware of?
	Seller: The bike has some minor scratches from the ride, but nothing major.
	Buyer: Could you do $480 instead?
	Seller: My target price is $600, so I can do $560.
	Buyer: Could you meet me at $520?
	Seller: I can do $580.
	Buyer: I can do $520, but I'd like to get closer to my target of $456. Can you meet me at $528?
	Seller: I can do $580 is still my limit, so the closest I could get to that with you is $577.
	Buyer: I can do $560, but I'd like to get even closer to my target. Could you meet me at $548?
	Seller: I can offer $558.
	Buyer: Could you meet me at $538?
	Seller: I can do $562.
	Buyer: I can do $528.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0666666666666666,43.63636363636363
9,28281abc-4e98-4748-bab4-1e095d8d68bf,Beautiful 1 Bedroom Home with Balcony Available Mid June!,"Essex Property Trust,EMME Apartment Homes,6350 Christie Ave, Emeryville, CA 94608,We will have a 1 bedroom 1 bath 643 sq ft apartment #130 available on June 10th! Your beautiful new kitchen will have Cesar stone countertops, dark cherry wood on the cabinets and stainless steel appliances!,All of emme apartments come with a full size front load washer & dryer! Emme offers amenities such as our 24 hour gym, courtyard, clubhouse and our beautiful roof top deck, a must see with a great view of San Francisco! Living at emme makes life a bit easier with having everything you need right around the corner, from grocery stores to retail! Not to mention, transportation!,Emeryville provides us a free shuttle that picks you up right in front of the community and takes you straight to bart!,Schedule your appointment today!!,Stop by our 2 bedroom home OPEN HOUSE this Saturday, May 20th from 10:00 AM - 12:00 PM!",housing,2834.0,1700.0,2834.0,Rejected,,"	Buyer: I'd like to know more about the amenities you mentioned, such as the 24 hour gym, courtyard, and rooftop deck.
	Seller: Our 24 hour gym is fully equipped, the courtyard is beautifully landscaped, and the rooftop deck offers great views of San Francisco.
	Buyer: Those sound like great amenities. However, I'd still like to discuss the price.
	Seller: The 643 sq ft apartment #130 is priced at $2834.
	Buyer: Would you do $2300?
	Seller: That's a bit low for me.
	Buyer: Could you do $2200?
	Seller: $2500
	Buyer: Could you do $2150?
	Seller: I can do $2350.
	Buyer: Could you do $2100?
	Seller: I think the lowest I would want to go is $2250.
	Buyer: Could you do $2000?
	Seller: I think the lowest I would want to go is $2100.
	Buyer: Could you do $2025?
","[-1.0, -1.0, -1.0, -1.0, 2300.0, -1.0, 2200.0, 2500.0, 2150.0, 2350.0, 2100.0, 2250.0, 2000.0, 2100.0, 2025.0]","['inform', 'inform', 'inform', 'inform', 'counter-price', 'disagree', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Beautiful 1 Bedroom Home with Balcony Available Mid June!>
      =================================================================================================
      	Buyer: I'd like to know more about the amenities you mentioned, such as the 24 hour gym, courtyard, and rooftop deck.
	Seller: Our 24 hour gym is fully equipped, the courtyard is beautifully landscaped, and the rooftop deck offers great views of San Francisco.
	Buyer: Those sound like great amenities. However, I'd still like to discuss the price.
	Seller: The 643 sq ft apartment #130 is priced at $2834.
	Buyer: Would you do $2300?
	Seller: That's a bit low for me.
	Buyer: Could you do $2200?
	Seller: $2500
	Buyer: Could you do $2150?
	Seller: I can do $2350.
	Buyer: Could you do $2100?
	Seller: I think the lowest I would want to go is $2250.
	Buyer: Could you do $2000?
	Seller: I think the lowest I would want to go is $2100.
	Buyer: Could you do $2025?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,177.5
