Unnamed: 0,scenario_id,title,description,category,listing_price,buyer_target,seller_target,outcome,accepted_price,transcript,prices,actions,transcript_display,bias,aggressiveness,fairness,dialogue_length,bias_cond_dialogue_length,rel_efficiency,probing_ratio,concession_rate,rel_eff
0,09aea678-c5cd-4967-8a2f-b650f3520c55,Verizon Car Charger with Dual Output Micro USB and LED Light,Charge two devices simultaneously on the go. This vehicle charger with an additional USB port delivers enough power to charge two devices at once. The push-button activated LED connector light means no more fumbling in the dark trying to connect your device. Auto Detect IC Technology automatically detects the device type and its specific charging needs for improved compatibility. And the built-in indicator light illuminates red to let you know the charger is receiving power and the power socket is working properly.,phone,10.0,7.0,10.0,Accepted,8.0,"	Buyer: Hi, I'm interested in the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: That's a great product. I'm the seller, and I'd be happy to discuss the price with you.
	Buyer: Hi, thanks for being open to negotiation. How much are you thinking of selling it for?
	Seller: I'm thinking of selling it for $9.
	Buyer: How about $7?
	Seller: $8.
	Buyer: I can do $7.50.
	Seller: I can do $8.50.
	Buyer: $8 is still a bit too high for me. I think I could meet you in the middle at $8.
	Seller: Fine, you can have it for $8.
","[-1.0, -1.0, -1.0, 9.0, 7.0, 8.0, 7.5, 8.5, 8.0, 8.0]","['intro', 'intro', 'init-price', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'agree']","
      =================================================================================================
      Negotiation for: <Verizon Car Charger with Dual Output Micro USB and LED Light>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Verizon Car Charger with Dual Output Micro USB and LED Light. Can we discuss the price?
	Seller: That's a great product. I'm the seller, and I'd be happy to discuss the price with you.
	Buyer: Hi, thanks for being open to negotiation. How much are you thinking of selling it for?
	Seller: I'm thinking of selling it for $9.
	Buyer: How about $7?
	Seller: $8.
	Buyer: I can do $7.50.
	Seller: I can do $8.50.
	Buyer: $8 is still a bit too high for me. I think I could meet you in the middle at $8.
	Seller: Fine, you can have it for $8.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Accepted
      Agreed Price: 8.0
      =================================================================================================
      ",0.3333333333333332,0.2,0.6666666666666667,10,0.0333333333333333,0.06666666666666668,0.0,0.7142857142857143,0.0666666666666666
1,e5cd53dc-424c-4197-8eb8-ed8861b19e0d,Long board custom bilt from the board up,Hey there cl I have a long board for sale pretty much brand knew rode all together 4 or 5 times . The brand on the deck is a gravity skateboard. The brand of trucks are sidewinder 2sGuwuing.mini monster hawgs 70mm 78a Wheels with Swiss bones bearings brand new. Please no low ballers thank you and have a great day .,bike,200.0,120.0,200.0,Rejected,,"	Buyer: I'm interested in your long board for sale. It looks like it's in great condition.
	Seller: Yeah, it is. Like new, only 4 or 5 rides.
	Buyer: Are the Swiss bones bearings still wrapped, I didn't see any mention of them being used.
	Seller: Yeah, they are still wrapped, brand new.
	Buyer: What's the current price on the long board?
	Seller: The current price is $200.
	Buyer: I can do $120 for it, that's the highest I can go.
	Seller: I can do $180.
	Buyer: $150 is my final offer.
	Seller: I can do $170.
	Buyer: I'm still a bit above my target, how about $160?
	Seller: $165.
	Buyer: I can do $162.
	Seller: I think I can meet you halfway at $163.
	Buyer: $161.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 120.0, 180.0, 150.0, 170.0, 160.0, 165.0, 162.0, 163.0, 161.0]","['intro', 'inform', 'inquire', 'inform', 'inquire', 'inform', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Long board custom bilt from the board up>
      =================================================================================================
      	Buyer: I'm interested in your long board for sale. It looks like it's in great condition.
	Seller: Yeah, it is. Like new, only 4 or 5 rides.
	Buyer: Are the Swiss bones bearings still wrapped, I didn't see any mention of them being used.
	Seller: Yeah, they are still wrapped, brand new.
	Buyer: What's the current price on the long board?
	Seller: The current price is $200.
	Buyer: I can do $120 for it, that's the highest I can go.
	Seller: I can do $180.
	Buyer: $150 is my final offer.
	Seller: I can do $170.
	Buyer: I'm still a bit above my target, how about $160?
	Seller: $165.
	Buyer: I can do $162.
	Seller: I think I can meet you halfway at $163.
	Buyer: $161.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.1333333333333333,14.555555555555555,
2,02cfdc52-9530-4ac7-97fa-e4055cd0b6d0,Sectional Couch,I am remodeling my space and selling a beautiful custom modern terra cotta color sectional couch. It is in like-new condition and can be taken apart in two pieces while transporting. Absolutely no wear or tear in a non-smoking home. I am located in the Sunset district of SF. Please email if you are interested in seeing it. Thank you!,furniture,585.0,444.0,585.0,Rejected,,"	Buyer: Hi, I'm interested in your custom modern terra cotta color sectional couch. What's the current price for it?
	Seller: The listing price is 585.
	Buyer: I'd like to offer 490 for it.
	Seller: I can do 520.
	Buyer: I can do 480.
	Seller: 500.
	Buyer: 480 is my final offer.
	Seller: 490.
	Buyer: I can do 475.
	Seller: 487.5.
	Buyer: 475 is my final offer.
	Seller: 482.5.
	Buyer: 477.
	Seller: 480.
	Buyer: I will not go any higher than $477.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 477.0]","['intro', 'inform', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'insist']","
      =================================================================================================
      Negotiation for: <Sectional Couch>
      =================================================================================================
      	Buyer: Hi, I'm interested in your custom modern terra cotta color sectional couch. What's the current price for it?
	Seller: The listing price is 585.
	Buyer: I'd like to offer 490 for it.
	Seller: I can do 520.
	Buyer: I can do 480.
	Seller: 500.
	Buyer: 480 is my final offer.
	Seller: 490.
	Buyer: I can do 475.
	Seller: 487.5.
	Buyer: 475 is my final offer.
	Seller: 482.5.
	Buyer: 477.
	Seller: 480.
	Buyer: I will not go any higher than $477.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,,
3,8ba14ae4-1de2-4551-9959-d95d54141be5,2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title,"Selling my 2006 Toyota 4 Runner with only 106k original miles. The truck is in great condition with no mechanical flaws whatsoever and a clean accident history. Got new tires about 3,000 miles ago. Always has the oil changed on time (due in about 1k). Just got a thorough cleaning inside and a wash and wax outside (still wet in the photos). This truck has never been offroad, but the 4WD is working perfectly from the few times we've been up to Tahoe in it. However, it's a 10+ year old truck that's been driven, not babied and garaged all the time. It's got some scratches, paint is not perfect, but zero body damage.",car,14500.0,8700.0,14500.0,Rejected,,"	Buyer: Hi, I'm interested in the 2006 Toyota 4Runner. I'd like to start the negotiation with an offer of $8,500.
	Seller: I'd be willing to consider $13,000.
	Buyer: I can do $9,500.
	Seller: $12,000.
	Buyer: I can go as low as $9,000.
	Seller: I can go as low as $11,500.
	Buyer: I can go as low as $9,500.
	Seller: $10,500.
	Buyer: I can go as low as $9,000.
	Seller: I can go as low as $10,000.
	Buyer: I can go as low as $8,700.
	Seller: $10,500.
	Buyer: I can do $9,200.
	Seller: I can do $10,000.
	Buyer: I can do $9,000.
","[8500.0, 13000.0, 9500.0, 12000.0, 9000.0, 11500.0, 9500.0, 10500.0, 9000.0, 10000.0, 8700.0, 10500.0, 9200.0, 10000.0, 9000.0]","['init-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'counter-price', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <2006 Toyota 4Runner 4WD - Only 106k Miles - Clean Title>
      =================================================================================================
      	Buyer: Hi, I'm interested in the 2006 Toyota 4Runner. I'd like to start the negotiation with an offer of $8,500.
	Seller: I'd be willing to consider $13,000.
	Buyer: I can do $9,500.
	Seller: $12,000.
	Buyer: I can go as low as $9,000.
	Seller: I can go as low as $11,500.
	Buyer: I can go as low as $9,500.
	Seller: $10,500.
	Buyer: I can go as low as $9,000.
	Seller: I can go as low as $10,000.
	Buyer: I can go as low as $8,700.
	Seller: $10,500.
	Buyer: I can do $9,200.
	Seller: I can do $10,000.
	Buyer: I can do $9,000.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,1846.6666666666667,
4,cbd117d3-ebb8-4b5d-9817-905e351a2368,Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo,Just bought on craigslist a few months ago. was exactly what I was looking for but ended up being a tight fit for the space. Classic design. comes with all white slip cover and dove grey slip cover.,furniture,125.0,95.0,125.0,Rejected,,"	Buyer: Hi, I'm interested in buying the wooden full-sized futon with the two slip covers. It looks like a great piece of furniture.
	Seller: Yes, I think you'd really like it. It's a nice, classic design.
	Buyer: What's the original price you paid for it?
	Seller: I bought it on Craigslist a few months ago for $125.
	Buyer: How long are you looking to sell it for?
	Seller: I'm looking to sell it quickly because it's a tight fit for the space, so I'm open to reasonable offers.
	Buyer: I'd like to make a reasonable offer of $100.
	Seller: I think I can do $115.
	Buyer: Can you do $105.
	Seller: I can meet you at $110.
	Buyer: $105
	Seller: I can meet you halfway at $107.5.
	Buyer: I'd be willing to meet you at $106.
	Seller: How about $110?
	Buyer: I think $105 is the closest we can get.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 100.0, 115.0, 105.0, 110.0, 105.0, 107.5, 106.0, 110.0, 105.0]","['intro', 'inform', 'inquire', 'inform', 'inquire', 'inform', 'offer', 'counter-price', 'counter-price', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Wooden FULL SIZED Futon w/ 2 Slip Covers $125 obo>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the wooden full-sized futon with the two slip covers. It looks like a great piece of furniture.
	Seller: Yes, I think you'd really like it. It's a nice, classic design.
	Buyer: What's the original price you paid for it?
	Seller: I bought it on Craigslist a few months ago for $125.
	Buyer: How long are you looking to sell it for?
	Seller: I'm looking to sell it quickly because it's a tight fit for the space, so I'm open to reasonable offers.
	Buyer: I'd like to make a reasonable offer of $100.
	Seller: I think I can do $115.
	Buyer: Can you do $105.
	Seller: I can meet you at $110.
	Buyer: $105
	Seller: I can meet you halfway at $107.5.
	Buyer: I'd be willing to meet you at $106.
	Seller: How about $110?
	Buyer: I think $105 is the closest we can get.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.1333333333333333,5.333333333333333,
5,15a0be73-0d95-4adb-9231-b3e0e0a687b3,Brand NEW SanDisk ULTRA MicroSDXC 200GB,"I have a brand new unopened microSD card. Great for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.",electronics,75.0,69.0,75.0,Rejected,,"	Buyer: Hi, I'm interested in buying the Brand NEW SanDisk ULTRA MicroSDXC 200GB.
	Seller: I'm glad you're interested in the microSD card. It's brand new and unopened. What would you like to know about it?
	Buyer: It's a great product for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.
	Seller: Exactly, and it's a 200GB capacity which is very spacious for storing media files.
	Buyer: I'm interested in buying it. Can you sell it to me for $62?
	Seller: $70.
	Buyer: $69.
	Seller: $67.
	Buyer: I can do $65.
	Seller: I can go as low as $66.
	Buyer: I think the lowest I would want to go is $64.
	Seller: I think the lowest I can go is $65.
	Buyer: I can do $64.
	Seller: I think I can do $65.
	Buyer: I can do $63.
","[-1.0, -1.0, -1.0, -1.0, 62.0, 70.0, 69.0, 67.0, 65.0, 66.0, 64.0, 65.0, 64.0, 65.0, 63.0]","['intro', 'intro', 'inform', 'inform', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer']","
      =================================================================================================
      Negotiation for: <Brand NEW SanDisk ULTRA MicroSDXC 200GB>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the Brand NEW SanDisk ULTRA MicroSDXC 200GB.
	Seller: I'm glad you're interested in the microSD card. It's brand new and unopened. What would you like to know about it?
	Buyer: It's a great product for Android users, Nintendo Switch, 3DS and GoPro cameras, and beyond.
	Seller: Exactly, and it's a 200GB capacity which is very spacious for storing media files.
	Buyer: I'm interested in buying it. Can you sell it to me for $62?
	Seller: $70.
	Buyer: $69.
	Seller: $67.
	Buyer: I can do $65.
	Seller: I can go as low as $66.
	Buyer: I think the lowest I would want to go is $64.
	Seller: I think the lowest I can go is $65.
	Buyer: I can do $64.
	Seller: I think I can do $65.
	Buyer: I can do $63.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0,1.9090909090909092,
6,69a2d2b0-e339-45bc-8e00-9ff69db0d124,Bose Soundlink 3 brand new,"Brand new never use, i got it has a gift but i am using sonos system.",electronics,220.0,132.0,220.0,Rejected,,"	Buyer: Hi, I'm interested in buying the Bose Soundlink 3 brand new from you. Can you tell me more about it?
	Seller: It's a brand new Bose Soundlink 3, never used, and I got it as a gift but ended up using my Sonos system instead.
	Buyer: I see, so it's still sealed in the box, right?
	Seller: Yeah, it's still sealed in the box and comes with all original accessories.
	Buyer: What's the original price you got it for when you bought it as a gift?
	Seller: I bought it for 220.
	Buyer: That's interesting, I looked up the price online and it's usually around $132.
	Seller: The price I'm willing to sell it for is 220.
	Buyer: I'd be willing to go up to $200.
	Seller: $210.
	Buyer: I can do 195.
	Seller: $205.
	Buyer: $190.
	Seller: I can do $200.
	Buyer: No, I don't think that's fair. I'd be happy to go up to $198, but that's my final offer.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 200.0, 210.0, -1.0, 205.0, 190.0, 200.0, -1.0]","['intro', 'inform', 'inform', 'inform', 'inquire', 'inform', 'inform', 'inform', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'disagree']","
      =================================================================================================
      Negotiation for: <Bose Soundlink 3 brand new>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the Bose Soundlink 3 brand new from you. Can you tell me more about it?
	Seller: It's a brand new Bose Soundlink 3, never used, and I got it as a gift but ended up using my Sonos system instead.
	Buyer: I see, so it's still sealed in the box, right?
	Seller: Yeah, it's still sealed in the box and comes with all original accessories.
	Buyer: What's the original price you got it for when you bought it as a gift?
	Seller: I bought it for 220.
	Buyer: That's interesting, I looked up the price online and it's usually around $132.
	Seller: The price I'm willing to sell it for is 220.
	Buyer: I'd be willing to go up to $200.
	Seller: $210.
	Buyer: I can do 195.
	Seller: $205.
	Buyer: $190.
	Seller: I can do $200.
	Buyer: No, I don't think that's fair. I'd be happy to go up to $198, but that's my final offer.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0666666666666666,8.0,
7,ff3d27d6-5a0d-4908-9df4-ecf8b2b279aa,Apple iPhone 5S 16gb Space Gray,"Apple iPhone 5S 16gb Space Gray,Like New Condition (no scratches anywhere),Will be reset to factory specs before sale",phone,160.0,121.0,160.0,Rejected,,"	Buyer: Hi, I'm interested in buying the Apple iPhone 5S 16gb Space Gray you have listed. Can you tell me more about it?
	Seller: It's a Like New Condition (no scratches anywhere), Apple iPhone 5S 16gb Space Gray, which will be reset to factory specs before sale.
	Buyer: I see you've reset it to factory specs, which is great.
	Seller: It's a great phone with no scratches anywhere.
	Buyer: What is your current asking price for the iPhone?
	Seller: I'm looking to sell it for $140.
	Buyer: I would be willing to pay $135 for it.
	Seller: I can do $140, that's as low as I can go.
	Buyer: I can go up to $137, that's my final offer.
	Seller: I can sell it to you for $145.
	Buyer: I can go up to $140, that's my final offer.
	Seller: I can sell it to you for $142.
	Buyer: I would do $136.
	Seller: I can sell it to you for $138.
	Buyer: How about $128?
","[-1.0, -1.0, -1.0, -1.0, -1.0, 140.0, 135.0, 140.0, 137.0, 145.0, 140.0, 142.0, 136.0, 138.0, 128.0]","['intro', 'inform', 'inform', 'inform', 'inquire', 'init-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'offer', 'offer']","
      =================================================================================================
      Negotiation for: <Apple iPhone 5S 16gb Space Gray>
      =================================================================================================
      	Buyer: Hi, I'm interested in buying the Apple iPhone 5S 16gb Space Gray you have listed. Can you tell me more about it?
	Seller: It's a Like New Condition (no scratches anywhere), Apple iPhone 5S 16gb Space Gray, which will be reset to factory specs before sale.
	Buyer: I see you've reset it to factory specs, which is great.
	Seller: It's a great phone with no scratches anywhere.
	Buyer: What is your current asking price for the iPhone?
	Seller: I'm looking to sell it for $140.
	Buyer: I would be willing to pay $135 for it.
	Seller: I can do $140, that's as low as I can go.
	Buyer: I can go up to $137, that's my final offer.
	Seller: I can sell it to you for $145.
	Buyer: I can go up to $140, that's my final offer.
	Seller: I can sell it to you for $142.
	Buyer: I would do $136.
	Seller: I can sell it to you for $138.
	Buyer: How about $128?
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0666666666666666,4.6,
8,8d7a36d0-3926-4ef7-be9d-b1dbee2b2d15,Steel Frame Colnago,Rare and classic 62cm Steel Frame Colnago!! It's made and designed for the tall/ large man. Campanella components. Saddle is on my Cannondale. It was turned up about 25 miles of riding ago.,bike,600.0,456.0,600.0,Rejected,,"	Buyer: Hi, I'm interested in the Colnago bike you have for sale. Can we discuss the price?
	Seller: It's a rare 62cm Steel Frame Colnago with Campanella components, designed for tall and large men.
	Buyer: What's the listing price for this bike?
	Seller: The listing price is $600.
	Buyer: What's the lowest you're willing to sell it for?
	Seller: I can do $5 less than the listing price.
	Buyer: I can do $550.
	Seller: I can do $580.
	Buyer: I think $540 is the lowest I would be willing to go.
	Seller: I can do $560.
	Buyer: I think $520 is the lowest I would want to go.
	Seller: I think the lowest I would want to go is $545.
	Buyer: I'm not sure I can go that low, how about $530?
	Seller: $535
	Buyer: I can do $530, that's the lowest I can go.
","[-1.0, -1.0, -1.0, -1.0, -1.0, 5.0, 550.0, 580.0, 540.0, 560.0, 520.0, 545.0, 530.0, 535.0, 530.0]","['intro', 'inform', 'inquire', 'inform', 'inquire', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Steel Frame Colnago>
      =================================================================================================
      	Buyer: Hi, I'm interested in the Colnago bike you have for sale. Can we discuss the price?
	Seller: It's a rare 62cm Steel Frame Colnago with Campanella components, designed for tall and large men.
	Buyer: What's the listing price for this bike?
	Seller: The listing price is $600.
	Buyer: What's the lowest you're willing to sell it for?
	Seller: I can do $5 less than the listing price.
	Buyer: I can do $550.
	Seller: I can do $580.
	Buyer: I think $540 is the lowest I would be willing to go.
	Seller: I can do $560.
	Buyer: I think $520 is the lowest I would want to go.
	Seller: I think the lowest I would want to go is $545.
	Buyer: I'm not sure I can go that low, how about $530?
	Seller: $535
	Buyer: I can do $530, that's the lowest I can go.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.1333333333333333,72.5,
9,28281abc-4e98-4748-bab4-1e095d8d68bf,Beautiful 1 Bedroom Home with Balcony Available Mid June!,"Essex Property Trust,EMME Apartment Homes,6350 Christie Ave, Emeryville, CA 94608,We will have a 1 bedroom 1 bath 643 sq ft apartment #130 available on June 10th! Your beautiful new kitchen will have Cesar stone countertops, dark cherry wood on the cabinets and stainless steel appliances!,All of emme apartments come with a full size front load washer & dryer! Emme offers amenities such as our 24 hour gym, courtyard, clubhouse and our beautiful roof top deck, a must see with a great view of San Francisco! Living at emme makes life a bit easier with having everything you need right around the corner, from grocery stores to retail! Not to mention, transportation!,Emeryville provides us a free shuttle that picks you up right in front of the community and takes you straight to bart!,Schedule your appointment today!!,Stop by our 2 bedroom home OPEN HOUSE this Saturday, May 20th from 10:00 AM - 12:00 PM!",housing,2834.0,1700.0,2834.0,Rejected,,"	Buyer: Hi, I'm interested in the 1 bedroom home on Christie Ave. Can you tell me more about it?
	Seller: It's a beautiful 1 bedroom, 1 bath apartment with 643 sq ft, available mid-June. It features a new kitchen with Cesar stone countertops and a full-size washer & dryer.
	Buyer: That sounds great. How much is it listed for?
	Seller: The listing price is $2834.
	Buyer: I'm familiar with the listing price, but my target is $1700.
	Seller: That's a bit low, considering the amenities and the location.
	Buyer: I'd be willing to go up to $2200.
	Seller: I can do $2400, that's my best offer.
	Buyer: I'm still a bit high on the offer, how about $2300?
	Seller: I can do $2325.
	Buyer: I can do $2250.
	Seller: I can consider 2350.
	Buyer: I can do $2300, that's my final offer.
	Seller: I can do $2325.
	Buyer: I can do $2300, that's my final offer.
","[-1.0, -1.0, -1.0, -1.0, -1.0, -1.0, 2200.0, 2400.0, 2300.0, 2325.0, 2250.0, -1.0, 2300.0, 2325.0, 2300.0]","['intro', 'inform', 'inquire', 'inform', 'inform', 'disagree', 'offer', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price', 'counter-price']","
      =================================================================================================
      Negotiation for: <Beautiful 1 Bedroom Home with Balcony Available Mid June!>
      =================================================================================================
      	Buyer: Hi, I'm interested in the 1 bedroom home on Christie Ave. Can you tell me more about it?
	Seller: It's a beautiful 1 bedroom, 1 bath apartment with 643 sq ft, available mid-June. It features a new kitchen with Cesar stone countertops and a full-size washer & dryer.
	Buyer: That sounds great. How much is it listed for?
	Seller: The listing price is $2834.
	Buyer: I'm familiar with the listing price, but my target is $1700.
	Seller: That's a bit low, considering the amenities and the location.
	Buyer: I'd be willing to go up to $2200.
	Seller: I can do $2400, that's my best offer.
	Buyer: I'm still a bit high on the offer, how about $2300?
	Seller: I can do $2325.
	Buyer: I can do $2250.
	Seller: I can consider 2350.
	Buyer: I can do $2300, that's my final offer.
	Seller: I can do $2325.
	Buyer: I can do $2300, that's my final offer.
      ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
      Outcome: Rejected
      Agreed Price: N/A
      =================================================================================================
      ",,,,15,,,0.0666666666666666,62.5,
